set_nA,rep,true_nA,dev_nA,dev_ext_nA,m,n,int1,int2,ext1,ext2,t_ms,mode,wave_min,wave_max,wave_mean,wave_bad,rng_A,baud,warmup,t_settle_ms,t_warm_ms,t_meas_ms,t_xfer_ms,npz,line
32.5,2,32.4979,32.842,32.842,1065,5185,30695,11715,30695,11715,1000,1,2350,59888,31172.8,0,1e-07,115200,always,3510,1051,1282,1096,w_p0032_5000_r2.npz,I=+32.842 nA X=+32.842 nA MODE=1 T=1000ms RAW m=1065 n=5185 INT1=30695 INT2=11715 EXT1=30695 EXT2=11715
32.5,3,32.49784999999999,32.834,32.834,1079,5171,30711,25944,30711,25944,1000,1,2302,59844,31068.9,0,1e-07,115200,always,3510,1051,1273,1096,w_p0032_5000_r3.npz,I=+32.834 nA X=+32.834 nA MODE=1 T=1000ms RAW m=1079 n=5171 INT1=30711 INT2=25944 EXT1=30711 EXT2=25944
33.0,1,32.99895,33.345,33.345,1040,5210,30642,18315,30642,18315,1000,1,2244,59852,31297.9,0,1e-07,115200,always,3500,1052,1272,1096,w_p0033_0000_r1.npz,I=+33.345 nA X=+33.345 nA MODE=1 T=1000ms RAW m=1040 n=5210 INT1=30642 INT2=18315 EXT1=30642 EXT2=18315
33.0,2,32.999025,33.347,33.347,1039,5211,30710,17443,30710,17443,1000,1,2348,59407,31268.9,0,1e-07,115200,always,3500,1052,1275,1096,w_p0033_0000_r2.npz,I=+33.347 nA X=+33.347 nA MODE=1 T=1000ms RAW m=1039 n=5211 INT1=30710 INT2=17443 EXT1=30710 EXT2=17443
33.0,3,32.99893333333334,33.347,33.347,1039,5211,30749,17464,30749,17464,1000,1,2358,59434,31282.4,0,1e-07,115200,always,3500,1052,1354,1096,w_p0033_0000_r3.npz,I=+33.347 nA X=+33.347 nA MODE=1 T=1000ms RAW m=1039 n=5211 INT1=30749 INT2=17464 EXT1=30749 EXT2=17464
33.5,1,33.498374999999996,33.833,33.833,1039,5211,30757,49361,30757,49361,1000,1,2367,59704,31372.1,0,1e-07,115200,always,3500,1053,1299,1096,w_p0033_5000_r1.npz,I=+33.833 nA X=+33.833 nA MODE=1 T=1000ms RAW m=1039 n=5211 INT1=30757 INT2=49361 EXT1=30757 EXT2=49361
33.5,2,33.498325,33.837,33.837,1039,5211,30680,49530,30680,49530,1000,1,2379,59649,31389.9,0,1e-07,115200,always,3500,1053,1279,1096,w_p0033_5000_r2.npz,I=+33.837 nA X=+33.837 nA MODE=1 T=1000ms RAW m=1039 n=5211 INT1=30680 INT2=49530 EXT1=30680 EXT2=49530
33.5,3,33.498475,33.835,33.835,1039,5211,30654,49353,30654,49353,1000,1,2406,59661,31416.3,0,1e-07,115200,always,3500,1053,1272,1096,w_p0033_5000_r3.npz,I=+33.835 nA X=+33.835 nA MODE=1 T=1000ms RAW m=1039 n=5211 INT1=30654 INT2=49353 EXT1=30654 EXT2=49353
34.0,1,33.99745,34.356,34.356,974,5276,30768,15128,30768,15128,1000,1,2264,59910,30908.1,0,1e-07,115200,always,3500,1055,1046,1096,w_p0034_0000_r1.npz,I=+34.356 nA X=+34.356 nA MODE=1 T=1000ms RAW m=974 n=5276 INT1=30768 INT2=15128 EXT1=30768 EXT2=15128
34.0,2,33.997325,34.363,34.363,962,5288,30706,2905,30706,2905,1000,1,2395,59900,31022.0,0,1e-07,115200,always,3500,1055,1325,1096,w_p0034_0000_r2.npz,I=+34.363 nA X=+34.363 nA MODE=1 T=1000ms RAW m=962 n=5288 INT1=30706 INT2=2905 EXT1=30706 EXT2=2905
34.0,3,33.9974,34.366,34.366,962,5288,30671,3059,30671,3059,1000,1,2372,59898,31041.1,0,1e-07,115200,always,3500,1055,1290,1096,w_p0034_0000_r3.npz,I=+34.366 nA X=+34.366 nA MODE=1 T=1000ms RAW m=962 n=5288 INT1=30671 INT2=3059 EXT1=30671 EXT2=3059
34.5,1,34.498475,34.857,34.857,957,5293,30607,29890,30607,29890,1000,1,2421,59467,31462.4,0,1e-07,115200,always,3499,1056,1299,1096,w_p0034_5000_r1.npz,I=+34.857 nA X=+34.857 nA MODE=1 T=1000ms RAW m=957 n=5293 INT1=30607 INT2=29890 EXT1=30607 EXT2=29890
34.5,2,34.498475,34.858,34.858,957,5293,30549,29877,30549,29877,1000,1,2345,59560,31477.8,0,1e-07,115200,always,3499,1056,1273,1096,w_p0034_5000_r2.npz,I=+34.858 nA X=+34.858 nA MODE=1 T=1000ms RAW m=957 n=5293 INT1=30549 INT2=29877 EXT1=30549 EXT2=29877
34.5,3,34.49856666666667,34.857,34.857,957,5293,30674,29979,30674,29979,1000,1,2261,59506,31450.5,0,1e-07,115200,always,3499,1056,1355,1096,w_p0034_5000_r3.npz,I=+34.857 nA X=+34.857 nA MODE=1 T=1000ms RAW m=957 n=5293 INT1=30674 INT2=29979 EXT1=30674 EXT2=29979
35.0,1,34.997949999999996,35.35,35.35,943,5307,30646,47466,30646,47466,1000,1,2316,59903,31198.4,0,1e-07,115200,always,3499,1057,1271,1096,w_p0035_0000_r1.npz,I=+35.350 nA X=+35.350 nA MODE=1 T=1000ms RAW m=943 n=5307 INT1=30646 INT2=47466 EXT1=30646 EXT2=47466
35.0,2,34.997775,35.349,35.349,948,5302,30680,52693,30680,52693,1000,1,2366,59835,31163.8,0,1e-07,115200,always,3499,1057,1272,1096,w_p0035_0000_r2.npz,I=+35.349 nA X=+35.349 nA MODE=1 T=1000ms RAW m=948 n=5302 INT1=30680 INT2=52693 EXT1=30680 EXT2=52693
35.0,3,34.997550000000004,35.347,35.347,950,5300,30559,54572,30559,54572,1000,1,2391,59850,31186.9,0,1e-07,115200,always,3499,1057,1284,1096,w_p0035_0000_r3.npz,I=+35.347 nA X=+35.347 nA MODE=1 T=1000ms RAW m=950 n=5300 INT1=30559 INT2=54572 EXT1=30559 EXT2=54572
35.5,1,35.498850000000004,35.876,35.876,878,5372,30722,13562,30722,13562,1000,1,2349,59476,31272.6,0,1e-07,115200,always,3500,1059,1036,1096,w_p0035_5000_r1.npz,I=+35.876 nA X=+35.876 nA MODE=1 T=1000ms RAW m=878 n=5372 INT1=30722 INT2=13562 EXT1=30722 EXT2=13562
35.5,2,35.498774999999995,35.876,35.876,878,5372,30712,13514,30712,13514,1000,1,2380,59415,31253.1,0,1e-07,115200,always,3500,1059,1270,1096,w_p0035_5000_r2.npz,I=+35.876 nA X=+35.876 nA MODE=1 T=1000ms RAW m=878 n=5372 INT1=30712 INT2=13514 EXT1=30712 EXT2=13514
35.5,3,35.498925,35.876,35.876,878,5372,30589,13409,30589,13409,1000,1,2377,59407,31252.5,0,1e-07,115200,always,3500,1059,1270,1096,w_p0035_5000_r3.npz,I=+35.876 nA X=+35.876 nA MODE=1 T=1000ms RAW m=878 n=5372 INT1=30589 INT2=13409 EXT1=30589 EXT2=13409
36.0,1,35.99805,36.363,36.363,878,5372,30644,45363,30644,45363,1000,1,2463,59732,31509.8,0,1e-07,115200,always,3500,1060,1276,1096,w_p0036_0000_r1.npz,I=+36.363 nA X=+36.363 nA MODE=1 T=1000ms RAW m=878 n=5372 INT1=30644 INT2=45363 EXT1=30644 EXT2=45363
36.0,2,35.997925,36.364,36.364,878,5372,30647,45460,30647,45460,1000,1,2302,59664,31490.8,0,1e-07,115200,always,3500,1060,1272,1096,w_p0036_0000_r2.npz,I=+36.364 nA X=+36.364 nA MODE=1 T=1000ms RAW m=878 n=5372 INT1=30647 INT2=45460 EXT1=30647 EXT2=45460
36.0,3,35.998000000000005,36.363,36.363,878,5372,30759,45507,30759,45507,1000,1,2389,59676,31478.5,0,1e-07,115200,always,3500,1060,1354,1096,w_p0036_0000_r3.npz,I=+36.363 nA X=+36.363 nA MODE=1 T=1000ms RAW m=878 n=5372 INT1=30759 INT2=45507 EXT1=30759 EXT2=45507
36.5,1,36.49895,36.876,36.876,840,5410,31233,39532,31233,39532,1000,1,2295,59877,31011.5,0,1e-07,115200,always,3500,1062,1272,1096,w_p0036_5000_r1.npz,I=+36.876 nA X=+36.876 nA MODE=1 T=1000ms RAW m=840 n=5410 INT1=31233 INT2=39532 EXT1=31233 EXT2=39532
36.5,2,36.498925,36.893,36.893,806,5444,30674,4265,30674,4265,1000,1,2169,59845,31099.7,0,1e-07,115200,always,3500,1062,1272,1096,w_p0036_5000_r2.npz,I=+36.893 nA X=+36.893 nA MODE=1 T=1000ms RAW m=806 n=5444 INT1=30674 INT2=4265 EXT1=30674 EXT2=4265
36.5,3,36.498925,36.891,36.891,808,5442,30693,6263,30693,6263,1000,1,2446,59917,31266.0,0,1e-07,115200,always,3500,1062,1272,1096,w_p0036_5000_r3.npz,I=+36.891 nA X=+36.891 nA MODE=1 T=1000ms RAW m=808 n=5442 INT1=30693 INT2=6263 EXT1=30693 EXT2=6263
37.0,1,36.9983,37.38,37.38,801,5449,30617,30889,30617,30889,1000,1,2310,59844,31520.6,0,1e-07,115200,always,3499,1064,1354,1096,w_p0037_0000_r1.npz,I=+37.380 nA X=+37.380 nA MODE=1 T=1000ms RAW m=801 n=5449 INT1=30617 INT2=30889 EXT1=30617 EXT2=30889
37.0,2,36.998349999999995,37.382,37.382,800,5450,30781,30097,30781,30097,1000,1,2443,59520,31554.4,0,1e-07,115200,always,3499,1064,1275,1096,w_p0037_0000_r2.npz,I=+37.382 nA X=+37.382 nA MODE=1 T=1000ms RAW m=800 n=5450 INT1=30781 INT2=30097 EXT1=30781 EXT2=30097
37.0,3,36.998325,37.382,37.382,800,5450,30775,30116,30775,30116,1000,1,2447,59506,31520.3,0,1e-07,115200,always,3499,1064,1271,1096,w_p0037_0000_r3.npz,I=+37.382 nA X=+37.382 nA MODE=1 T=1000ms RAW m=800 n=5450 INT1=30775 INT2=30116 EXT1=30775 EXT2=30116
37.5,1,37.49935,37.88,37.88,781,5469,30684,42617,30684,42617,1000,1,2342,59750,31117.3,0,1e-07,115200,always,3499,1067,1272,1096,w_p0037_5000_r1.npz,I=+37.880 nA X=+37.880 nA MODE=1 T=1000ms RAW m=781 n=5469 INT1=30684 INT2=42617 EXT1=30684 EXT2=42617
37.5,2,37.499225,37.881,37.881,780,5470,30727,41701,30727,41701,1000,1,2416,59810,31135.7,0,1e-07,115200,always,3499,1067,1272,1096,w_p0037_5000_r2.npz,I=+37.881 nA X=+37.881 nA MODE=1 T=1000ms RAW m=780 n=5470 INT1=30727 INT2=41701 EXT1=30727 EXT2=41701
37.5,3,37.499,37.88,37.88,782,5468,30655,43691,30655,43691,1000,1,2443,59773,31128.5,0,1e-07,115200,always,3499,1067,1355,1096,w_p0037_5000_r3.npz,I=+37.880 nA X=+37.880 nA MODE=1 T=1000ms RAW m=782 n=5468 INT1=30655 INT2=43691 EXT1=30655 EXT2=43691
38.0,1,37.998175,38.399,38.399,725,5525,30782,17711,30782,17711,1000,1,2389,59446,31314.9,0,1e-07,115200,always,3500,1069,1289,1096,w_p0038_0000_r1.npz,I=+38.399 nA X=+38.399 nA MODE=1 T=1000ms RAW m=725 n=5525 INT1=30782 INT2=17711 EXT1=30782 EXT2=17711
38.0,2,37.9983,38.398,38.398,728,5522,30779,20841,30779,20841,1000,1,2349,59985,31496.3,0,1e-07,115200,always,3500,1069,1271,1096,w_p0038_0000_r2.npz,I=+38.398 nA X=+38.398 nA MODE=1 T=1000ms RAW m=728 n=5522 INT1=30779 INT2=20841 EXT1=30779 EXT2=20841
38.0,3,37.998400000000004,38.396,38.396,726,5524,30777,18620,30777,18620,1000,1,2433,59891,31431.2,0,1e-07,115200,always,3500,1069,1286,1096,w_p0038_0000_r3.npz,I=+38.396 nA X=+38.396 nA MODE=1 T=1000ms RAW m=726 n=5524 INT1=30777 INT2=18620 EXT1=30777 EXT2=18620
38.5,1,38.4974,38.886,38.886,725,5525,30676,49526,30676,49526,1000,1,2334,59583,31456.2,0,1e-07,115200,always,3500,1071,1398,1096,w_p0038_5000_r1.npz,I=+38.886 nA X=+38.886 nA MODE=1 T=1000ms RAW m=725 n=5525 INT1=30676 INT2=49526 EXT1=30676 EXT2=49526
38.5,2,38.497550000000004,38.886,38.886,725,5525,30731,49619,30731,49619,1000,1,2295,59613,31397.2,0,1e-07,115200,always,3500,1071,1277,1096,w_p0038_5000_r2.npz,I=+38.886 nA X=+38.886 nA MODE=1 T=1000ms RAW m=725 n=5525 INT1=30731 INT2=49619 EXT1=30731 EXT2=49619
38.5,3,38.497575,38.888,38.888,725,5525,30693,49683,30693,49683,1000,1,2357,59611,31406.2,0,1e-07,115200,always,3500,1071,1272,1096,w_p0038_5000_r3.npz,I=+38.888 nA X=+38.888 nA MODE=1 T=1000ms RAW m=725 n=5525 INT1=30693 INT2=49683 EXT1=30693 EXT2=49683
39.0,1,38.99865,39.409,39.409,662,5588,30747,17503,30747,17503,1000,1,2510,59806,31724.5,0,1e-07,115200,always,3500,1075,1271,1096,w_p0039_0000_r1.npz,I=+39.409 nA X=+39.409 nA MODE=1 T=1000ms RAW m=662 n=5588 INT1=30747 INT2=17503 EXT1=30747 EXT2=17503
39.0,2,38.998675000000006,39.413,39.413,661,5589,30663,16614,30663,16614,1000,1,2248,59800,31641.8,0,1e-07,115200,always,3500,1075,1271,1096,w_p0039_0000_r2.npz,I=+39.413 nA X=+39.413 nA MODE=1 T=1000ms RAW m=661 n=5589 INT1=30663 INT2=16614 EXT1=30663 EXT2=16614
39.0,3,38.998333333333335,39.411,39.411,662,5588,30741,17609,30741,17609,1000,1,2431,59815,31714.5,0,1e-07,115200,always,3500,1075,1354,1096,w_p0039_0000_r3.npz,I=+39.411 nA X=+39.411 nA MODE=1 T=1000ms RAW m=662 n=5588 INT1=30741 INT2=17609 EXT1=30741 EXT2=17609
39.5,1,39.497575,39.903,39.903,652,5598,30605,39226,30605,39226,1000,1,2316,59778,31567.4,0,1e-07,115200,always,3500,1077,1271,1096,w_p0039_5000_r1.npz,I=+39.903 nA X=+39.903 nA MODE=1 T=1000ms RAW m=652 n=5598 INT1=30605 INT2=39226 EXT1=30605 EXT2=39226
39.5,2,39.497725,39.903,39.903,652,5598,30738,39332,30738,39332,1000,1,2350,59875,31559.1,0,1e-07,115200,always,3500,1077,1271,1096,w_p0039_5000_r2.npz,I=+39.903 nA X=+39.903 nA MODE=1 T=1000ms RAW m=652 n=5598 INT1=30738 INT2=39332 EXT1=30738 EXT2=39332
39.5,3,39.497825,39.903,39.903,652,5598,30751,39369,30751,39369,1000,1,2431,59877,31561.9,0,1e-07,115200,always,3500,1077,1271,1096,w_p0039_5000_r3.npz,I=+39.903 nA X=+39.903 nA MODE=1 T=1000ms RAW m=652 n=5598 INT1=30751 INT2=39369 EXT1=30751 EXT2=39369
40.0,1,39.998599999999996,40.427,40.427,589,5661,30682,7218,30682,7218,1000,1,2455,59614,31308.5,0,1e-07,115200,always,3500,1080,1363,1096,w_p0040_0000_r1.npz,I=+40.427 nA X=+40.427 nA MODE=1 T=1000ms RAW m=589 n=5661 INT1=30682 INT2=7218 EXT1=30682 EXT2=7218
40.0,2,39.9988,40.427,40.427,589,5661,30691,7274,30691,7274,1000,1,2385,59646,31325.1,0,1e-07,115200,always,3500,1080,1273,1096,w_p0040_0000_r2.npz,I=+40.427 nA X=+40.427 nA MODE=1 T=1000ms RAW m=589 n=5661 INT1=30691 INT2=7274 EXT1=30691 EXT2=7274
40.0,3,39.998875,40.427,40.427,589,5661,30770,7311,30770,7311,1000,1,2361,59532,31292.0,0,1e-07,115200,always,3500,1080,1270,1096,w_p0040_0000_r3.npz,I=+40.427 nA X=+40.427 nA MODE=1 T=1000ms RAW m=589 n=5661 INT1=30770 INT2=7311 EXT1=30770 EXT2=7311
40.5,1,40.498025,40.916,40.916,587,5663,30719,37227,30719,37227,1000,1,2481,59939,31872.6,0,1e-07,115200,always,3500,1084,1271,1096,w_p0040_5000_r1.npz,I=+40.916 nA X=+40.916 nA MODE=1 T=1000ms RAW m=587 n=5663 INT1=30719 INT2=37227 EXT1=30719 EXT2=37227
40.5,2,40.498149999999995,40.915,40.915,587,5663,30628,37082,30628,37082,1000,1,2422,59905,31857.9,0,1e-07,115200,always,3500,1084,1271,1096,w_p0040_5000_r2.npz,I=+40.915 nA X=+40.915 nA MODE=1 T=1000ms RAW m=587 n=5663 INT1=30628 INT2=37082 EXT1=30628 EXT2=37082
40.5,3,40.4977,40.915,40.915,588,5662,30744,38211,30744,38211,1000,1,2434,59870,31874.9,0,1e-07,115200,always,3500,1084,1353,1096,w_p0040_5000_r3.npz,I=+40.915 nA X=+40.915 nA MODE=1 T=1000ms RAW m=588 n=5662 INT1=30744 INT2=38211 EXT1=30744 EXT2=38211
41.0,1,40.9992,41.424,41.424,549,5701,30711,30482,30711,30482,1000,1,2443,59514,30978.7,0,1e-07,115200,always,3500,1089,1272,1096,w_p0041_0000_r1.npz,I=+41.424 nA X=+41.424 nA MODE=1 T=1000ms RAW m=549 n=5701 INT1=30711 INT2=30482 EXT1=30711 EXT2=30482
41.0,2,40.9991,41.423,41.423,548,5702,30716,29374,30716,29374,1000,1,2424,59461,30909.1,0,1e-07,115200,always,3500,1089,1271,1096,w_p0041_0000_r2.npz,I=+41.423 nA X=+41.423 nA MODE=1 T=1000ms RAW m=548 n=5702 INT1=30716 INT2=29374 EXT1=30716 EXT2=29374
41.0,3,40.999075000000005,41.424,41.424,548,5702,30772,29477,30772,29477,1000,1,2463,59610,30947.7,0,1e-07,115200,always,3500,1089,1271,1096,w_p0041_0000_r3.npz,I=+41.424 nA X=+41.424 nA MODE=1 T=1000ms RAW m=548 n=5702 INT1=30772 INT2=29477 EXT1=30772 EXT2=29477
41.5,1,41.498,41.93,41.93,519,5731,30748,32039,30748,32039,1000,1,2490,59697,31941.3,0,1e-07,115200,always,3500,1092,1354,1096,w_p0041_5000_r1.npz,I=+41.930 nA X=+41.930 nA MODE=1 T=1000ms RAW m=519 n=5731 INT1=30748 INT2=32039 EXT1=30748 EXT2=32039
41.5,2,41.49805,41.928,41.928,519,5731,30755,31939,30755,31939,1000,1,2392,59717,31931.3,0,1e-07,115200,always,3500,1092,1272,1096,w_p0041_5000_r2.npz,I=+41.928 nA X=+41.928 nA MODE=1 T=1000ms RAW m=519 n=5731 INT1=30755 INT2=31939 EXT1=30755 EXT2=31939
41.5,3,41.49805,41.928,41.928,519,5731,30751,31906,30751,31906,1000,1,2416,59620,31908.7,0,1e-07,115200,always,3500,1092,1270,1096,w_p0041_5000_r3.npz,I=+41.928 nA X=+41.928 nA MODE=1 T=1000ms RAW m=519 n=5731 INT1=30751 INT2=31906 EXT1=30751 EXT2=31906
42.0,1,41.997525,42.428,42.428,492,5758,30703,36229,30703,36229,1000,1,2484,59962,31156.0,0,1e-07,115200,always,3500,1098,1271,1096,w_p0042_0000_r1.npz,I=+42.428 nA X=+42.428 nA MODE=1 T=1000ms RAW m=492 n=5758 INT1=30703 INT2=36229 EXT1=30703 EXT2=36229
42.0,2,41.9977,42.441,42.441,468,5782,30761,11813,30761,11813,1000,1,2426,59978,31263.4,0,1e-07,115200,always,3500,1098,1270,1096,w_p0042_0000_r2.npz,I=+42.441 nA X=+42.441 nA MODE=1 T=1000ms RAW m=468 n=5782 INT1=30761 INT2=11813 EXT1=30761 EXT2=11813
42.0,3,41.99719999999999,42.439,42.439,469,5781,30734,12744,30734,12744,1000,1,2366,59919,31245.5,0,1e-07,115200,always,3500,1098,1355,1096,w_p0042_0000_r3.npz,I=+42.439 nA X=+42.439 nA MODE=1 T=1000ms RAW m=469 n=5781 INT1=30734 INT2=12744 EXT1=30734 EXT2=12744
42.5,1,42.498225,42.941,42.941,451,5799,30676,26569,30676,26569,1000,1,2458,60021,31877.4,0,1e-07,115200,always,3500,1104,1272,1096,w_p0042_5000_r1.npz,I=+42.941 nA X=+42.941 nA MODE=1 T=1000ms RAW m=451 n=5799 INT1=30676 INT2=26569 EXT1=30676 EXT2=26569
42.5,2,42.498225000000005,42.943,42.943,451,5799,30654,26669,30654,26669,1000,1,2418,60068,31892.5,0,1e-07,115200,always,3500,1104,1271,1096,w_p0042_5000_r2.npz,I=+42.943 nA X=+42.943 nA MODE=1 T=1000ms RAW m=451 n=5799 INT1=30654 INT2=26669 EXT1=30654 EXT2=26669
42.5,3,42.498374999999996,42.941,42.941,450,5800,30714,25564,30714,25564,1000,1,2442,59422,31853.8,0,1e-07,115200,always,3500,1104,1273,1096,w_p0042_5000_r3.npz,I=+42.941 nA X=+42.941 nA MODE=1 T=1000ms RAW m=450 n=5800 INT1=30714 INT2=25564 EXT1=30714 EXT2=25564
43.0,1,42.99713333333333,43.429,43.429,450,5800,30735,57548,30735,57548,1000,1,2451,59653,31252.5,0,1e-07,115200,always,3500,1111,1369,1096,w_p0043_0000_r1.npz,I=+43.429 nA X=+43.429 nA MODE=1 T=1000ms RAW m=450 n=5800 INT1=30735 INT2=57548 EXT1=30735 EXT2=57548
43.0,2,42.99765,43.43,43.43,450,5800,30757,57661,30757,57661,1000,1,2396,59598,31219.9,0,1e-07,115200,always,3500,1111,1293,1096,w_p0043_0000_r2.npz,I=+43.430 nA X=+43.430 nA MODE=1 T=1000ms RAW m=450 n=5800 INT1=30757 INT2=57661 EXT1=30757 EXT2=57661
43.0,3,42.997725,43.432,43.432,450,5800,30782,57834,30782,57834,1000,1,2470,59638,31259.3,0,1e-07,115200,always,3500,1111,1272,1096,w_p0043_0000_r3.npz,I=+43.432 nA X=+43.432 nA MODE=1 T=1000ms RAW m=450 n=5800 INT1=30782 INT2=57834 EXT1=30782 EXT2=57834
43.5,1,43.498675,43.95,43.95,390,5860,30772,28569,30772,28569,1000,1,2390,59979,32290.4,0,1e-07,115200,always,3500,1119,1272,1096,w_p0043_5000_r1.npz,I=+43.950 nA X=+43.950 nA MODE=1 T=1000ms RAW m=390 n=5860 INT1=30772 INT2=28569 EXT1=30772 EXT2=28569
43.5,2,43.498575,43.951,43.951,388,5862,30764,26493,30764,26493,1000,1,2532,59882,32145.8,0,1e-07,115200,always,3500,1119,1288,1096,w_p0043_5000_r2.npz,I=+43.951 nA X=+43.951 nA MODE=1 T=1000ms RAW m=388 n=5862 INT1=30764 INT2=26493 EXT1=30764 EXT2=26493
43.5,3,43.498466666666666,43.952,43.952,390,5860,30737,28661,30737,28661,1000,1,2394,59873,32239.4,0,1e-07,115200,always,3500,1119,1355,1096,w_p0043_5000_r3.npz,I=+43.952 nA X=+43.952 nA MODE=1 T=1000ms RAW m=390 n=5860 INT1=30737 INT2=28661 EXT1=30737 EXT2=28661
44.0,1,43.9977,44.444,44.444,384,5866,30693,54505,30693,54505,1000,1,2509,59516,31380.1,0,1e-07,115200,always,3500,1128,1277,1096,w_p0044_0000_r1.npz,I=+44.444 nA X=+44.444 nA MODE=1 T=1000ms RAW m=384 n=5866 INT1=30693 INT2=54505 EXT1=30693 EXT2=54505
44.0,2,43.997575000000005,44.441,44.441,384,5866,30751,54341,30751,54341,1000,1,2441,59582,31329.3,0,1e-07,115200,always,3500,1128,1273,1097,w_p0044_0000_r2.npz,I=+44.441 nA X=+44.441 nA MODE=1 T=1000ms RAW m=384 n=5866 INT1=30751 INT2=54341 EXT1=30751 EXT2=54341
44.0,3,43.9976,44.443,44.443,384,5866,30775,54496,30775,54496,1000,1,2444,59501,31373.8,0,1e-07,115200,always,3500,1128,1272,1096,w_p0044_0000_r3.npz,I=+44.443 nA X=+44.443 nA MODE=1 T=1000ms RAW m=384 n=5866 INT1=30775 INT2=54496 EXT1=30775 EXT2=54496
44.5,1,44.49893333333333,44.964,44.964,325,5925,30766,26473,30766,26473,1000,1,2480,59779,32381.8,0,1e-07,115200,always,3500,1138,1381,1096,w_p0044_5000_r1.npz,I=+44.964 nA X=+44.964 nA MODE=1 T=1000ms RAW m=325 n=5925 INT1=30766 INT2=26473 EXT1=30766 EXT2=26473
44.5,2,44.49915,44.964,44.964,325,5925,30753,26461,30753,26461,1000,1,2506,59648,32320.8,0,1e-07,115200,always,3500,1138,1275,1096,w_p0044_5000_r2.npz,I=+44.964 nA X=+44.964 nA MODE=1 T=1000ms RAW m=325 n=5925 INT1=30753 INT2=26461 EXT1=30753 EXT2=26461
44.5,3,44.499024999999996,44.963,44.963,325,5925,30724,26405,30724,26405,1000,1,2419,59717,32321.8,0,1e-07,115200,always,3500,1138,1271,1096,w_p0044_5000_r3.npz,I=+44.963 nA X=+44.963 nA MODE=1 T=1000ms RAW m=325 n=5925 INT1=30724 INT2=26405 EXT1=30724 EXT2=26405
45.0,1,44.9981,45.452,45.452,325,5925,30721,58449,30721,58449,1000,1,2413,59921,31439.2,0,1e-07,115200,always,3500,1151,1271,1096,w_p0045_0000_r1.npz,I=+45.452 nA X=+45.452 nA MODE=1 T=1000ms RAW m=325 n=5925 INT1=30721 INT2=58449 EXT1=30721 EXT2=58449
45.0,2,44.998075,45.452,45.452,325,5925,30771,58471,30771,58471,1000,1,2509,59915,31409.8,0,1e-07,115200,always,3500,1151,1271,1096,w_p0045_0000_r2.npz,I=+45.452 nA X=+45.452 nA MODE=1 T=1000ms RAW m=325 n=5925 INT1=30771 INT2=58471 EXT1=30771 EXT2=58471
45.0,3,44.998,45.453,45.453,325,5925,30740,58503,30740,58503,1000,1,2482,59967,31445.1,0,1e-07,115200,always,3500,1151,1355,1096,w_p0045_0000_r3.npz,I=+45.453 nA X=+45.453 nA MODE=1 T=1000ms RAW m=325 n=5925 INT1=30740 INT2=58503 EXT1=30740 EXT2=58503
-45.0,1,-45.008625,-45.471,-45.471,5943,307,30825,19319,30825,19319,1000,1,1625,59111,30332.2,0,1e-07,115200,always,3501,1160,1292,1096,w_n0045_0000_r1.npz,I=-45.471 nA X=-45.471 nA MODE=1 T=1000ms RAW m=5943 n=307 INT1=30825 INT2=19319 EXT1=30825 EXT2=19319
-45.0,2,-45.008824999999995,-45.464,-45.464,5926,324,30829,1865,30829,1865,1000,1,1612,59084,30344.6,0,1e-07,115200,always,3501,1160,1272,1096,w_n0045_0000_r2.npz,I=-45.464 nA X=-45.464 nA MODE=1 T=1000ms RAW m=5926 n=324 INT1=30829 INT2=1865 EXT1=30829 EXT2=1865
-45.0,3,-45.008775,-45.469,-45.469,5941,309,30789,17309,30789,17309,1000,1,1677,59067,30322.8,0,1e-07,115200,always,3501,1160,1272,1096,w_n0045_0000_r3.npz,I=-45.469 nA X=-45.469 nA MODE=1 T=1000ms RAW m=5941 n=309 INT1=30789 INT2=17309 EXT1=30789 EXT2=17309
-44.5,1,-44.5093,-44.976,-44.976,5925,325,30788,32796,30788,32796,1000,1,1714,59035,29197.7,0,1e-07,115200,always,3500,1138,1355,1096,w_n0044_5000_r1.npz,I=-44.976 nA X=-44.976 nA MODE=1 T=1000ms RAW m=5925 n=325 INT1=30788 INT2=32796 EXT1=30788 EXT2=32796
-44.5,2,-44.509375000000006,-44.975,-44.975,5925,325,30825,32888,30825,32888,1000,1,1811,59098,29177.5,0,1e-07,115200,always,3500,1138,1271,1096,w_n0044_5000_r2.npz,I=-44.975 nA X=-44.975 nA MODE=1 T=1000ms RAW m=5925 n=325 INT1=30825 INT2=32888 EXT1=30825 EXT2=32888
-44.5,3,-44.50965,-44.978,-44.978,5925,325,30885,32761,30885,32761,1000,1,1805,59000,29180.8,0,1e-07,115200,always,3500,1138,1273,1096,w_n0044_5000_r3.npz,I=-44.978 nA X=-44.978 nA MODE=1 T=1000ms RAW m=5925 n=325 INT1=30885 INT2=32761 EXT1=30885 EXT2=32761
-44.0,1,-44.010175000000004,-44.459,-44.459,5866,384,30824,4543,30824,4543,1000,1,1949,59019,30340.8,0,1e-07,115200,always,3500,1127,1273,1096,w_n0044_0000_r1.npz,I=-44.459 nA X=-44.459 nA MODE=1 T=1000ms RAW m=5866 n=384 INT1=30824 INT2=4543 EXT1=30824 EXT2=4543
