set_nA,rep,true_nA,dev_nA,dev_ext_nA,m,n,int1,int2,ext1,ext2,t_ms,mode,wave_min,wave_max,wave_mean,wave_bad,rng_A,baud,warmup,t_settle_ms,t_warm_ms,t_meas_ms,t_xfer_ms,npz,line
18.5,3,18.497474999999998,18.68,18.68,1976,4274,30762,43556,30762,43556,1000,1,2245,59668,30929.5,0,1e-07,115200,always,3500,1034,1272,1096,w_p0018_5000_r3.npz,I=+18.680 nA X=+18.680 nA MODE=1 T=1000ms RAW m=1976 n=4274 INT1=30762 INT2=43556 EXT1=30762 EXT2=43556
19.0,1,18.99655,19.186,19.186,1944,4306,31286,43531,31286,43531,1000,1,2099,59534,30890.5,0,1e-07,115200,always,3539,1034,1274,1096,w_p0019_0000_r1.npz,I=+19.186 nA X=+19.186 nA MODE=1 T=1000ms RAW m=1944 n=4306 INT1=31286 INT2=43531 EXT1=31286 EXT2=43531
19.0,2,18.996450000000003,19.201,19.201,1908,4342,30470,5760,30470,5760,1000,1,2241,59618,30985.4,0,1e-07,115200,always,3539,1034,1273,1096,w_p0019_0000_r2.npz,I=+19.201 nA X=+19.201 nA MODE=1 T=1000ms RAW m=1908 n=4342 INT1=30470 INT2=5760 EXT1=30470 EXT2=5760
19.0,3,18.9965,19.203,19.203,1905,4345,30779,3069,30779,3069,1000,1,2194,59577,31057.2,0,1e-07,115200,always,3539,1034,1036,1096,w_p0019_0000_r3.npz,I=+19.203 nA X=+19.203 nA MODE=1 T=1000ms RAW m=1905 n=4345 INT1=30779 INT2=3069 EXT1=30779 EXT2=3069
19.5,1,19.497400000000003,19.706,19.706,1884,4366,30605,13689,30605,13689,1000,1,2201,59633,31069.8,0,1e-07,115200,always,3500,1036,1276,1096,w_p0019_5000_r1.npz,I=+19.706 nA X=+19.706 nA MODE=1 T=1000ms RAW m=1884 n=4366 INT1=30605 INT2=13689 EXT1=30605 EXT2=13689
19.5,2,19.497649999999997,19.71,19.71,1883,4367,30771,13097,30771,13097,1000,1,2198,59700,31051.0,0,1e-07,115200,always,3500,1036,1273,1096,w_p0019_5000_r2.npz,I=+19.710 nA X=+19.710 nA MODE=1 T=1000ms RAW m=1883 n=4367 INT1=30771 INT2=13097 EXT1=30771 EXT2=13097
19.5,3,19.497825000000002,19.708,19.708,1884,4366,30596,13833,30596,13833,1000,1,2166,59713,31086.8,0,1e-07,115200,always,3500,1036,1274,1096,w_p0019_5000_r3.npz,I=+19.708 nA X=+19.708 nA MODE=1 T=1000ms RAW m=1884 n=4366 INT1=30596 INT2=13833 EXT1=30596 EXT2=13833
20.0,1,19.996950000000002,20.199,20.199,1878,4372,30693,39780,30693,39780,1000,1,2224,59707,31241.2,0,1e-07,115200,always,3500,1035,1038,1096,w_p0020_0000_r1.npz,I=+20.199 nA X=+20.199 nA MODE=1 T=1000ms RAW m=1878 n=4372 INT1=30693 INT2=39780 EXT1=30693 EXT2=39780
20.0,2,19.9968,20.199,20.199,1878,4372,30643,39763,30643,39763,1000,1,2142,59667,31267.4,0,1e-07,115200,always,3500,1035,1274,1096,w_p0020_0000_r2.npz,I=+20.199 nA X=+20.199 nA MODE=1 T=1000ms RAW m=1878 n=4372 INT1=30643 INT2=39763 EXT1=30643 EXT2=39763
20.0,3,19.996975,20.2,20.2,1880,4370,30560,41803,30560,41803,1000,1,2189,59687,31241.7,0,1e-07,115200,always,3500,1035,1272,1096,w_p0020_0000_r3.npz,I=+20.200 nA X=+20.200 nA MODE=1 T=1000ms RAW m=1880 n=4370 INT1=30560 INT2=41803 EXT1=30560 EXT2=41803
20.5,1,20.497875,20.697,20.697,1857,4393,30669,50305,30669,50305,1000,1,2285,59414,31062.8,0,1e-07,115200,always,3500,1035,1272,1096,w_p0020_5000_r1.npz,I=+20.697 nA X=+20.697 nA MODE=1 T=1000ms RAW m=1857 n=4393 INT1=30669 INT2=50305 EXT1=30669 EXT2=50305
20.5,2,20.4981,20.701,20.701,1858,4392,30708,51607,30708,51607,1000,1,2175,59627,31036.9,0,1e-07,115200,always,3500,1035,1275,1096,w_p0020_5000_r2.npz,I=+20.701 nA X=+20.701 nA MODE=1 T=1000ms RAW m=1858 n=4392 INT1=30708 INT2=51607 EXT1=30708 EXT2=51607
20.5,3,20.49815,20.699,20.699,1857,4393,30446,50203,30446,50203,1000,1,2214,59414,31074.7,0,1e-07,115200,always,3500,1035,1037,1096,w_p0020_5000_r3.npz,I=+20.699 nA X=+20.699 nA MODE=1 T=1000ms RAW m=1857 n=4393 INT1=30446 INT2=50203 EXT1=30446 EXT2=50203
21.0,1,20.9972,21.211,21.211,1807,4443,30782,31373,30782,31373,1000,1,2204,59669,30911.7,0,1e-07,115200,always,3500,1036,1274,1097,w_p0021_0000_r1.npz,I=+21.211 nA X=+21.211 nA MODE=1 T=1000ms RAW m=1807 n=4443 INT1=30782 INT2=31373 EXT1=30782 EXT2=31373
21.0,2,20.997075,21.215,21.215,1797,4453,30715,21031,30715,21031,1000,1,2281,59758,30998.0,0,1e-07,115200,always,3500,1036,1272,1096,w_p0021_0000_r2.npz,I=+21.215 nA X=+21.215 nA MODE=1 T=1000ms RAW m=1797 n=4453 INT1=30715 INT2=21031 EXT1=30715 EXT2=21031
21.0,3,20.9971,21.222,21.222,1785,4465,30660,8841,30660,8841,1000,1,2169,59735,31061.3,0,1e-07,115200,always,3500,1036,1276,1096,w_p0021_0000_r3.npz,I=+21.222 nA X=+21.222 nA MODE=1 T=1000ms RAW m=1785 n=4465 INT1=30660 INT2=8841 EXT1=30660 EXT2=8841
21.5,1,21.496433333333336,21.726,21.726,1756,4494,30621,11231,30621,11231,1000,1,2129,59649,31109.0,0,1e-07,115200,always,3499,1036,1439,1096,w_p0021_5000_r1.npz,I=+21.726 nA X=+21.726 nA MODE=1 T=1000ms RAW m=1756 n=4494 INT1=30621 INT2=11231 EXT1=30621 EXT2=11231
21.5,2,21.496575,21.731,21.731,1756,4494,30432,11376,30432,11376,1000,1,2205,59642,31095.2,0,1e-07,115200,always,3499,1036,1272,1096,w_p0021_5000_r2.npz,I=+21.731 nA X=+21.731 nA MODE=1 T=1000ms RAW m=1756 n=4494 INT1=30432 INT2=11376 EXT1=30432 EXT2=11376
21.5,3,21.496525000000002,21.726,21.726,1757,4493,30576,12269,30576,12269,1000,1,2041,59728,31153.8,0,1e-07,115200,always,3499,1036,1280,1096,w_p0021_5000_r3.npz,I=+21.726 nA X=+21.726 nA MODE=1 T=1000ms RAW m=1757 n=4493 INT1=30576 INT2=12269 EXT1=30576 EXT2=12269
22.0,1,21.99735,22.221,22.221,1747,4503,30521,34079,30521,34079,1000,1,2070,59748,31240.3,0,1e-07,115200,always,3500,1037,1273,1096,w_p0022_0000_r1.npz,I=+22.221 nA X=+22.221 nA MODE=1 T=1000ms RAW m=1747 n=4503 INT1=30521 INT2=34079 EXT1=30521 EXT2=34079
22.0,2,21.9974,22.225,22.225,1744,4506,30438,31090,30438,31090,1000,1,2139,59742,31207.5,0,1e-07,115200,always,3500,1037,1272,1096,w_p0022_0000_r2.npz,I=+22.225 nA X=+22.225 nA MODE=1 T=1000ms RAW m=1744 n=4506 INT1=30438 INT2=31090 EXT1=30438 EXT2=31090
22.0,3,21.997333333333334,22.223,22.223,1745,4505,30479,32078,30479,32078,1000,1,2178,59695,31230.0,0,1e-07,115200,always,3500,1037,1357,1096,w_p0022_0000_r3.npz,I=+22.223 nA X=+22.223 nA MODE=1 T=1000ms RAW m=1745 n=4505 INT1=30479 INT2=32078 EXT1=30479 EXT2=32078
22.5,1,22.496624999999998,22.719,22.719,1733,4517,30526,51981,30526,51981,1000,1,2161,59577,31125.3,0,1e-07,115200,always,3499,1036,1271,1096,w_p0022_5000_r1.npz,I=+22.719 nA X=+22.719 nA MODE=1 T=1000ms RAW m=1733 n=4517 INT1=30526 INT2=51981 EXT1=30526 EXT2=51981
22.5,2,22.49665,22.72,22.72,1733,4517,30625,52139,30625,52139,1000,1,2175,59503,31111.6,0,1e-07,115200,always,3499,1036,1271,1096,w_p0022_5000_r2.npz,I=+22.720 nA X=+22.720 nA MODE=1 T=1000ms RAW m=1733 n=4517 INT1=30625 INT2=52139 EXT1=30625 EXT2=52139
22.5,3,22.496624999999998,22.717,22.717,1733,4517,30749,52094,30749,52094,1000,1,2181,59614,31120.2,0,1e-07,115200,always,3499,1036,1272,1096,w_p0022_5000_r3.npz,I=+22.717 nA X=+22.717 nA MODE=1 T=1000ms RAW m=1733 n=4517 INT1=30749 INT2=52094 EXT1=30749 EXT2=52094
23.0,1,22.99785,23.23,23.23,1685,4565,30722,35068,30722,35068,1000,1,2252,59737,30901.5,0,1e-07,115200,always,3500,1037,1037,1096,w_p0023_0000_r1.npz,I=+23.230 nA X=+23.230 nA MODE=1 T=1000ms RAW m=1685 n=4565 INT1=30722 INT2=35068 EXT1=30722 EXT2=35068
23.0,2,22.997775,23.236,23.236,1677,4573,30625,26989,30625,26989,1000,1,2111,59779,30932.0,0,1e-07,115200,always,3500,1037,1272,1096,w_p0023_0000_r2.npz,I=+23.236 nA X=+23.236 nA MODE=1 T=1000ms RAW m=1677 n=4573 INT1=30625 INT2=26989 EXT1=30625 EXT2=26989
23.0,3,22.997574999999998,23.236,23.236,1677,4573,30607,26959,30607,26959,1000,1,2293,59758,30931.4,0,1e-07,115200,always,3500,1037,1271,1097,w_p0023_0000_r3.npz,I=+23.236 nA X=+23.236 nA MODE=1 T=1000ms RAW m=1677 n=4573 INT1=30607 INT2=26959 EXT1=30607 EXT2=26959
23.5,1,23.496850000000002,23.748,23.748,1634,4616,30773,15351,30773,15351,1000,1,2260,59572,31194.6,0,1e-07,115200,always,3500,1038,1273,1096,w_p0023_5000_r1.npz,I=+23.748 nA X=+23.748 nA MODE=1 T=1000ms RAW m=1634 n=4616 INT1=30773 INT2=15351 EXT1=30773 EXT2=15351
23.5,2,23.496925,23.749,23.749,1634,4616,30631,15268,30631,15268,1000,1,2152,59514,31232.2,0,1e-07,115200,always,3500,1038,1272,1096,w_p0023_5000_r2.npz,I=+23.749 nA X=+23.749 nA MODE=1 T=1000ms RAW m=1634 n=4616 INT1=30631 INT2=15268 EXT1=30631 EXT2=15268
23.5,3,23.496966666666665,23.748,23.748,1634,4616,30682,15260,30682,15260,1000,1,2189,59529,31209.3,0,1e-07,115200,always,3500,1038,1354,1096,w_p0023_5000_r3.npz,I=+23.748 nA X=+23.748 nA MODE=1 T=1000ms RAW m=1634 n=4616 INT1=30682 INT2=15260 EXT1=30682 EXT2=15260
24.0,1,23.997875,24.246,24.246,1618,4632,30464,30848,30464,30848,1000,1,2253,59703,31188.9,0,1e-07,115200,always,3499,1038,1272,1096,w_p0024_0000_r1.npz,I=+24.246 nA X=+24.246 nA MODE=1 T=1000ms RAW m=1618 n=4632 INT1=30464 INT2=30848 EXT1=30464 EXT2=30848
24.0,2,23.99805,24.243,24.243,1622,4628,30735,35132,30735,35132,1000,1,2243,59753,31243.5,0,1e-07,115200,always,3499,1038,1272,1096,w_p0024_0000_r2.npz,I=+24.243 nA X=+24.243 nA MODE=1 T=1000ms RAW m=1622 n=4628 INT1=30735 INT2=35132 EXT1=30735 EXT2=35132
24.0,3,23.998425,24.245,24.245,1619,4631,30462,31811,30462,31811,1000,1,2305,59837,31220.2,0,1e-07,115200,always,3499,1038,1272,1096,w_p0024_0000_r3.npz,I=+24.245 nA X=+24.245 nA MODE=1 T=1000ms RAW m=1619 n=4631 INT1=30462 INT2=31811 EXT1=30462 EXT2=31811
24.5,1,24.497600000000002,24.736,24.736,1613,4637,30776,58011,30776,58011,1000,1,2245,59610,31088.1,0,1e-07,115200,always,3499,1039,1355,1096,w_p0024_5000_r1.npz,I=+24.736 nA X=+24.736 nA MODE=1 T=1000ms RAW m=1613 n=4637 INT1=30776 INT2=58011 EXT1=30776 EXT2=58011
24.5,2,24.497275000000002,24.737,24.737,1613,4637,30531,57819,30531,57819,1000,1,2208,59586,31078.5,0,1e-07,115200,always,3499,1039,1272,1096,w_p0024_5000_r2.npz,I=+24.737 nA X=+24.737 nA MODE=1 T=1000ms RAW m=1613 n=4637 INT1=30531 INT2=57819 EXT1=30531 EXT2=57819
24.5,3,24.49705,24.737,24.737,1613,4637,30503,57798,30503,57798,1000,1,2186,59621,31084.8,0,1e-07,115200,always,3499,1039,1272,1096,w_p0024_5000_r3.npz,I=+24.737 nA X=+24.737 nA MODE=1 T=1000ms RAW m=1613 n=4637 INT1=30503 INT2=57798 EXT1=30503 EXT2=57798
25.0,1,24.9982,25.264,25.264,1537,4713,30678,12436,30678,12436,1000,1,2214,59755,30931.8,0,1e-07,115200,always,3500,1039,1273,1096,w_p0025_0000_r1.npz,I=+25.264 nA X=+25.264 nA MODE=1 T=1000ms RAW m=1537 n=4713 INT1=30678 INT2=12436 EXT1=30678 EXT2=12436
25.0,2,24.998375,25.265,25.265,1539,4711,30607,14489,30607,14489,1000,1,2241,59803,30927.0,0,1e-07,115200,always,3500,1039,1271,1096,w_p0025_0000_r2.npz,I=+25.265 nA X=+25.265 nA MODE=1 T=1000ms RAW m=1539 n=4711 INT1=30607 INT2=14489 EXT1=30607 EXT2=14489
25.0,3,24.9985,25.264,25.264,1545,4705,30646,20778,30646,20778,1000,1,2274,59793,30892.7,0,1e-07,115200,always,3500,1039,1355,1096,w_p0025_0000_r3.npz,I=+25.264 nA X=+25.264 nA MODE=1 T=1000ms RAW m=1545 n=4705 INT1=30646 INT2=20778 EXT1=30646 EXT2=20778
25.5,1,25.497650000000004,25.763,25.763,1517,4733,30686,24073,30686,24073,1000,1,2271,59583,31287.2,0,1e-07,115200,always,3501,1040,1271,1096,w_p0025_5000_r1.npz,I=+25.763 nA X=+25.763 nA MODE=1 T=1000ms RAW m=1517 n=4733 INT1=30686 INT2=24073 EXT1=30686 EXT2=24073
25.5,2,25.4976,25.767,25.767,1517,4733,30768,24366,30768,24366,1000,1,2255,59606,31300.1,0,1e-07,115200,always,3501,1040,1271,1096,w_p0025_5000_r2.npz,I=+25.767 nA X=+25.767 nA MODE=1 T=1000ms RAW m=1517 n=4733 INT1=30768 INT2=24366 EXT1=30768 EXT2=24366
25.5,3,25.497825000000002,25.765,25.765,1517,4733,30763,24261,30763,24261,1000,1,2199,59647,31286.3,0,1e-07,115200,always,3501,1040,1273,1096,w_p0025_5000_r3.npz,I=+25.765 nA X=+25.765 nA MODE=1 T=1000ms RAW m=1517 n=4733 INT1=30763 INT2=24261 EXT1=30763 EXT2=24261
26.0,1,25.997149999999998,26.258,26.258,1509,4741,30711,48068,30711,48068,1000,1,2191,59745,31213.7,0,1e-07,115200,always,3500,1040,1036,1096,w_p0026_0000_r1.npz,I=+26.258 nA X=+26.258 nA MODE=1 T=1000ms RAW m=1509 n=4741 INT1=30711 INT2=48068 EXT1=30711 EXT2=48068
26.0,2,25.996675,26.26,26.26,1506,4744,30665,44978,30665,44978,1000,1,2319,59744,31239.0,0,1e-07,115200,always,3500,1040,1326,1096,w_p0026_0000_r2.npz,I=+26.260 nA X=+26.260 nA MODE=1 T=1000ms RAW m=1506 n=4744 INT1=30665 INT2=44978 EXT1=30665 EXT2=44978
26.0,3,25.99675,26.259,26.259,1503,4747,30750,41869,30750,41869,1000,1,2355,59818,31236.9,0,1e-07,115200,always,3500,1040,1270,1096,w_p0026_0000_r3.npz,I=+26.259 nA X=+26.259 nA MODE=1 T=1000ms RAW m=1503 n=4747 INT1=30750 INT2=41869 EXT1=30750 EXT2=41869
26.5,1,26.498125,26.771,26.771,1462,4788,30612,32060,30612,32060,1000,1,2308,59529,30964.3,0,1e-07,115200,always,3500,1041,1281,1096,w_p0026_5000_r1.npz,I=+26.771 nA X=+26.771 nA MODE=1 T=1000ms RAW m=1462 n=4788 INT1=30612 INT2=32060 EXT1=30612 EXT2=32060
26.5,2,26.49815,26.78,26.78,1460,4790,30582,30535,30582,30535,1000,1,2292,59562,30961.1,0,1e-07,115200,always,3500,1041,1283,1096,w_p0026_5000_r2.npz,I=+26.780 nA X=+26.780 nA MODE=1 T=1000ms RAW m=1460 n=4790 INT1=30582 INT2=30535 EXT1=30582 EXT2=30535
26.5,3,26.49833333333333,26.737,26.737,1470,4780,30632,38321,30632,38321,1000,1,2283,59602,30939.7,0,1e-07,115200,always,3500,1041,1354,1096,w_p0026_5000_r3.npz,I=+26.737 nA X=+26.737 nA MODE=1 T=1000ms RAW m=1470 n=4780 INT1=30632 INT2=38321 EXT1=30632 EXT2=38321
27.0,1,26.99715,27.286,27.286,1411,4839,30523,11990,30523,11990,1000,1,2395,59797,31145.0,0,1e-07,115200,always,3500,1041,1274,1096,w_p0027_0000_r1.npz,I=+27.286 nA X=+27.286 nA MODE=1 T=1000ms RAW m=1411 n=4839 INT1=30523 INT2=11990 EXT1=30523 EXT2=11990
27.0,2,26.9972,27.282,27.282,1414,4836,30692,15092,30692,15092,1000,1,2309,59820,31243.8,0,1e-07,115200,always,3500,1041,1293,1096,w_p0027_0000_r2.npz,I=+27.282 nA X=+27.282 nA MODE=1 T=1000ms RAW m=1414 n=4836 INT1=30692 INT2=15092 EXT1=30692 EXT2=15092
27.0,3,26.99725,27.284,27.284,1411,4839,30763,12102,30763,12102,1000,1,2307,59827,31162.3,0,1e-07,115200,always,3500,1041,1272,1096,w_p0027_0000_r3.npz,I=+27.284 nA X=+27.284 nA MODE=1 T=1000ms RAW m=1411 n=4839 INT1=30763 INT2=12102 EXT1=30763 EXT2=12102
27.5,1,27.498450000000002,27.777,27.777,1404,4846,30685,36997,30685,36997,1000,1,2297,59454,31293.2,0,1e-07,115200,always,3502,1042,1063,1096,w_p0027_5000_r1.npz,I=+27.777 nA X=+27.777 nA MODE=1 T=1000ms RAW m=1404 n=4846 INT1=30685 INT2=36997 EXT1=30685 EXT2=36997
27.5,2,27.4984,27.779,27.779,1404,4846,30720,37136,30720,37136,1000,1,2334,59526,31281.4,0,1e-07,115200,always,3502,1042,1271,1096,w_p0027_5000_r2.npz,I=+27.779 nA X=+27.779 nA MODE=1 T=1000ms RAW m=1404 n=4846 INT1=30720 INT2=37136 EXT1=30720 EXT2=37136
27.5,3,27.49825,27.779,27.779,1405,4845,30518,37973,30518,37973,1000,1,2373,59681,31319.9,0,1e-07,115200,always,3502,1042,1271,1096,w_p0027_5000_r3.npz,I=+27.779 nA X=+27.779 nA MODE=1 T=1000ms RAW m=1405 n=4845 INT1=30518 INT2=37973 EXT1=30518 EXT2=37973
28.0,1,27.99755,28.274,28.274,1388,4862,30636,52663,30636,52663,1000,1,2288,59815,31053.4,0,1e-07,115200,always,3499,1043,1295,1096,w_p0028_0000_r1.npz,I=+28.274 nA X=+28.274 nA MODE=1 T=1000ms RAW m=1388 n=4862 INT1=30636 INT2=52663 EXT1=30636 EXT2=52663
28.0,2,27.997625,28.275,28.275,1391,4859,30690,55884,30690,55884,1000,1,2182,59759,31026.6,0,1e-07,115200,always,3499,1043,1275,1096,w_p0028_0000_r2.npz,I=+28.275 nA X=+28.275 nA MODE=1 T=1000ms RAW m=1391 n=4859 INT1=30690 INT2=55884 EXT1=30690 EXT2=55884
28.0,3,27.997600000000002,28.279,28.279,1379,4871,30778,43613,30778,43613,1000,1,2296,59769,31015.4,0,1e-07,115200,always,3499,1043,1356,1096,w_p0028_0000_r3.npz,I=+28.279 nA X=+28.279 nA MODE=1 T=1000ms RAW m=1379 n=4871 INT1=30778 INT2=43613 EXT1=30778 EXT2=43613
28.5,1,28.498749999999998,28.787,28.787,1349,4901,31486,46014,31486,46014,1000,1,2214,59495,30892.2,0,1e-07,115200,always,3499,1044,1271,1096,w_p0028_5000_r1.npz,I=+28.787 nA X=+28.787 nA MODE=1 T=1000ms RAW m=1349 n=4901 INT1=31486 INT2=46014 EXT1=31486 EXT2=46014
28.5,2,28.49895,28.805,28.805,1314,4936,30745,9560,30745,9560,1000,1,2279,59478,31134.7,0,1e-07,115200,always,3499,1044,1270,1096,w_p0028_5000_r2.npz,I=+28.805 nA X=+28.805 nA MODE=1 T=1000ms RAW m=1314 n=4936 INT1=30745 INT2=9560 EXT1=30745 EXT2=9560
28.5,3,28.498675000000002,28.804,28.804,1314,4936,30661,9445,30661,9445,1000,1,2298,59519,31139.7,0,1e-07,115200,always,3499,1044,1272,1096,w_p0028_5000_r3.npz,I=+28.804 nA X=+28.804 nA MODE=1 T=1000ms RAW m=1314 n=4936 INT1=30661 INT2=9445 EXT1=30661 EXT2=9445
29.0,1,28.99843333333333,29.294,29.294,1313,4937,30696,40520,30696,40520,1000,1,2306,59791,31446.6,0,1e-07,115200,always,3247,1012,1354,1096,w_p0029_0000_r1.npz,I=+29.294 nA X=+29.294 nA MODE=1 T=1000ms RAW m=1313 n=4937 INT1=30696 INT2=40520 EXT1=30696 EXT2=40520
29.0,2,28.9984,29.293,29.293,1311,4939,30656,38320,30656,38320,1000,1,2244,59718,31412.0,0,1e-07,115200,always,3247,1012,1270,1096,w_p0029_0000_r2.npz,I=+29.293 nA X=+29.293 nA MODE=1 T=1000ms RAW m=1311 n=4939 INT1=30656 INT2=38320 EXT1=30656 EXT2=38320
29.0,3,28.998025000000002,29.293,29.293,1313,4937,30599,40373,30599,40373,1000,1,2255,59740,31396.8,0,1e-07,115200,always,3247,1012,1278,1096,w_p0029_0000_r3.npz,I=+29.293 nA X=+29.293 nA MODE=1 T=1000ms RAW m=1313 n=4937 INT1=30599 INT2=40373 EXT1=30599 EXT2=40373
29.5,1,29.497149999999998,29.789,29.789,1296,4954,30612,54972,30612,54972,1000,1,2333,59718,31123.6,0,1e-07,115200,always,3500,1045,1272,1096,w_p0029_5000_r1.npz,I=+29.789 nA X=+29.789 nA MODE=1 T=1000ms RAW m=1296 n=4954 INT1=30612 INT2=54972 EXT1=30612 EXT2=54972
29.5,2,29.497149999999998,29.79,29.79,1296,4954,30636,55044,30636,55044,1000,1,2413,59784,31098.5,0,1e-07,115200,always,3500,1045,1271,1096,w_p0029_5000_r2.npz,I=+29.790 nA X=+29.790 nA MODE=1 T=1000ms RAW m=1296 n=4954 INT1=30636 INT2=55044 EXT1=30636 EXT2=55044
29.5,3,29.4972,29.791,29.791,1295,4955,30778,54197,30778,54197,1000,1,2202,59366,31061.2,0,1e-07,115200,always,3500,1045,1353,1096,w_p0029_5000_r3.npz,I=+29.791 nA X=+29.791 nA MODE=1 T=1000ms RAW m=1295 n=4955 INT1=30778 INT2=54197 EXT1=30778 EXT2=54197
30.0,1,29.998074999999996,30.315,30.315,1225,5025,30660,14682,30660,14682,1000,1,2305,59708,31358.4,0,1e-07,115200,always,3499,1046,1272,1096,w_p0030_0000_r1.npz,I=+30.315 nA X=+30.315 nA MODE=1 T=1000ms RAW m=1225 n=5025 INT1=30660 INT2=14682 EXT1=30660 EXT2=14682
30.0,2,29.998149999999995,30.32,30.32,1225,5025,30681,14994,30681,14994,1000,1,2290,59750,31366.6,0,1e-07,115200,always,3499,1046,1270,1096,w_p0030_0000_r2.npz,I=+30.320 nA X=+30.320 nA MODE=1 T=1000ms RAW m=1225 n=5025 INT1=30681 INT2=14994 EXT1=30681 EXT2=14994
30.0,3,29.998074999999996,30.317,30.317,1225,5025,30738,14870,30738,14870,1000,1,2306,59720,31379.6,0,1e-07,115200,always,3499,1046,1295,1096,w_p0030_0000_r3.npz,I=+30.317 nA X=+30.317 nA MODE=1 T=1000ms RAW m=1225 n=5025 INT1=30738 INT2=14870 EXT1=30738 EXT2=14870
30.5,1,30.497300000000003,30.813,30.813,1209,5041,30665,30437,30665,30437,1000,1,2290,59795,31281.0,0,1e-07,115200,always,3499,1047,1037,1096,w_p0030_5000_r1.npz,I=+30.813 nA X=+30.813 nA MODE=1 T=1000ms RAW m=1209 n=5041 INT1=30665 INT2=30437 EXT1=30665 EXT2=30437
30.5,2,30.497249999999998,30.813,30.813,1209,5041,30751,30560,30751,30560,1000,1,2312,59805,31282.9,0,1e-07,115200,always,3499,1047,1282,1096,w_p0030_5000_r2.npz,I=+30.813 nA X=+30.813 nA MODE=1 T=1000ms RAW m=1209 n=5041 INT1=30751 INT2=30560 EXT1=30751 EXT2=30560
30.5,3,30.497275000000002,30.813,30.813,1209,5041,30592,30391,30592,30391,1000,1,2351,59738,31279.6,0,1e-07,115200,always,3499,1047,1273,1096,w_p0030_5000_r3.npz,I=+30.813 nA X=+30.813 nA MODE=1 T=1000ms RAW m=1209 n=5041 INT1=30592 INT2=30391 EXT1=30592 EXT2=30391
31.0,1,30.998224999999998,31.306,31.306,1199,5051,30462,52025,30462,52025,1000,1,2388,59696,31080.3,0,1e-07,115200,always,3500,1048,1271,1096,w_p0031_0000_r1.npz,I=+31.306 nA X=+31.306 nA MODE=1 T=1000ms RAW m=1199 n=5051 INT1=30462 INT2=52025 EXT1=30462 EXT2=52025
31.0,2,30.998475,31.308,31.308,1198,5052,30672,51295,30672,51295,1000,1,2286,59664,31099.8,0,1e-07,115200,always,3500,1048,1276,1096,w_p0031_0000_r2.npz,I=+31.308 nA X=+31.308 nA MODE=1 T=1000ms RAW m=1198 n=5052 INT1=30672 INT2=51295 EXT1=30672 EXT2=51295
31.0,3,30.998866666666668,31.308,31.308,1198,5052,30521,51178,30521,51178,1000,1,2312,59608,31074.5,0,1e-07,115200,always,3500,1048,1353,1096,w_p0031_0000_r3.npz,I=+31.308 nA X=+31.308 nA MODE=1 T=1000ms RAW m=1198 n=5052 INT1=30521 INT2=51178 EXT1=30521 EXT2=51178
31.5,1,31.497725000000003,31.834,31.834,1129,5121,30682,13069,30682,13069,1000,1,2385,59852,31259.4,0,1e-07,115200,always,3500,1048,1271,1096,w_p0031_5000_r1.npz,I=+31.834 nA X=+31.834 nA MODE=1 T=1000ms RAW m=1129 n=5121 INT1=30682 INT2=13069 EXT1=30682 EXT2=13069
31.5,2,31.497674999999994,31.832,31.832,1132,5118,30766,16215,30766,16215,1000,1,2244,59832,31339.7,0,1e-07,115200,always,3500,1048,1271,1096,w_p0031_5000_r2.npz,I=+31.832 nA X=+31.832 nA MODE=1 T=1000ms RAW m=1132 n=5118 INT1=30766 INT2=16215 EXT1=30766 EXT2=16215
31.5,3,31.49775,31.836,31.836,1127,5123,30734,11181,30734,11181,1000,1,2398,59907,31189.5,0,1e-07,115200,always,3500,1048,1271,1096,w_p0031_5000_r3.npz,I=+31.836 nA X=+31.836 nA MODE=1 T=1000ms RAW m=1127 n=5123 INT1=30734 INT2=11181 EXT1=30734 EXT2=11181
32.0,1,31.998966666666668,32.327,32.327,1122,5128,30575,37928,30575,37928,1000,1,2243,59512,31371.7,0,1e-07,115200,always,3500,1050,1354,1096,w_p0032_0000_r1.npz,I=+32.327 nA X=+32.327 nA MODE=1 T=1000ms RAW m=1122 n=5128 INT1=30575 INT2=37928 EXT1=30575 EXT2=37928
32.0,2,31.999000000000002,32.327,32.327,1122,5128,30687,37992,30687,37992,1000,1,2291,59512,31385.5,0,1e-07,115200,always,3500,1050,1272,5823,w_p0032_0000_r2.npz,I=+32.327 nA X=+32.327 nA MODE=1 T=1000ms RAW m=1122 n=5128 INT1=30687 INT2=37992 EXT1=30687 EXT2=37992
32.0,3,31.998575000000002,32.325,32.325,1122,5128,30718,37924,30718,37924,1000,1,2295,59546,31383.8,0,1e-07,115200,always,3500,1050,1286,1096,w_p0032_0000_r3.npz,I=+32.325 nA X=+32.325 nA MODE=1 T=1000ms RAW m=1122 n=5128 INT1=30718 INT2=37924 EXT1=30718 EXT2=37924
32.5,1,32.497949999999996,32.837,32.837,1074,5176,30600,20760,30600,20760,1000,1,2209,59844,31118.1,0,1e-07,115200,always,3510,1051,1037,1096,w_p0032_5000_r1.npz,I=+32.837 nA X=+32.837 nA MODE=1 T=1000ms RAW m=1074 n=5176 INT1=30600 INT2=20760 EXT1=30600 EXT2=20760
